Defects4j commit hash,Found by McLocalizer,Defects4J bug scope,McLocalizer bug scope,Bug scope precision,Bug scope recall
4b15b25f400335b6e2820cb690430324748372f9,1,com.google.javascript.jscomp.ControlFlowAnalysis,com.google.javascript.jscomp.ControlFlowAnalysis; com.google.javascript.jscomp.ControlFlowGraph,0.5,1.0
968b3f467f51c6bfec18af1fbcf980a0f19a1fb3,1,com.google.javascript.jscomp.FlowSensitiveInlineVariables,com.google.javascript.jscomp.FlowSensitiveInlineVariables,1.0,1.0
3b97e5e4212c769daa22a96094ed19b4658c8760,1,com.google.javascript.jscomp.ScopedAliases,com.google.javascript.jscomp.ScopedAliases,1.0,1.0
33ab4df84afbdb36216b8a1ea3a526c438615e26,1,com.google.javascript.jscomp.TypedScopeCreator,com.google.javascript.jscomp.TypedScopeCreator,1.0,1.0
ea119a2d06328852763f9ee447c3bf74fa1f83dc,1,com.google.javascript.jscomp.Compiler,com.google.javascript.jscomp.Compiler,1.0,1.0
686146c4de7d2bd985156ae15175365633dd0f94,1,com.google.javascript.jscomp.type.ChainableReverseAbstractInterpreter,com.google.javascript.jscomp.type.ChainableReverseAbstractInterpreter,1.0,1.0
ebf229b05f4ee71bc05d70830f5dd5683271d661,1,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,1.0,1.0
1787d7b2cff83a0f177dd958033c53e4502406d2,1,com.google.javascript.jscomp.CheckSideEffects,com.google.javascript.jscomp.CheckSideEffects; com.google.javascript.jscomp.NodeUtil,0.5,1.0
43a55234ef122a1ed98681ce0350506207b878d5,1,com.google.javascript.jscomp.CheckSideEffects,com.google.javascript.jscomp.CheckSideEffects; com.google.javascript.jscomp.NodeUtil,0.5,1.0
b59cdd9e2dc64d2db86b90982c200a78f2f85e50,1,com.google.javascript.jscomp.PeepholeFoldConstants,com.google.javascript.jscomp.PeepholeFoldConstants,1.0,1.0
70ca6014779735bdc52ca0e80e528257829a15e7,1,com.google.javascript.jscomp.ScopedAliases,com.google.javascript.jscomp.ScopedAliases,1.0,1.0
2e904fcdc3bc09e3bff557fcfca383ba7e450095,1,com.google.javascript.jscomp.TypeInference,com.google.javascript.jscomp.TypeInference,1.0,1.0
372eb11e44b8559004bfe78a5b4003caf0072135,1,com.google.javascript.jscomp.ProcessCommonJSModules,com.google.javascript.jscomp.ProcessCommonJSModules,1.0,1.0
7a8983042131c5a9c2b5421ae42075cbb8ef1aeb,1,com.google.javascript.rhino.IR,com.google.javascript.rhino.IR,1.0,1.0
59dbb7a28680caad08ddb1658123fe0cbb1ae689,1,com.google.javascript.jscomp.InlineCostEstimator,com.google.javascript.jscomp.CodeConsumer; com.google.javascript.jscomp.CodeGenerator; com.google.javascript.jscomp.InlineCostEstimator,0.3333333333333333,1.0
6924915efab89f921fd0779fe200fecc1bf80847,1,com.google.javascript.jscomp.InlineObjectLiterals,com.google.javascript.jscomp.InlineObjectLiterals,1.0,1.0
38e2b8f247423734adec3dbd76fa22da1a3561a8,1,com.google.javascript.jscomp.FlowSensitiveInlineVariables; com.google.javascript.jscomp.MustBeReachingVariableDef,com.google.javascript.jscomp.FlowSensitiveInlineVariables; com.google.javascript.jscomp.MustBeReachingVariableDef,1.0,1.0
0a670cb51fd56c12c19f98884c9513792ebc3f76,1,com.google.javascript.jscomp.Compiler,com.google.javascript.jscomp.Compiler,1.0,1.0
66c8c695fd8130e3ede6f77c6e5cc1ec96a0e9b3,1,com.google.javascript.jscomp.parsing.JsDocInfoParser,com.google.javascript.jscomp.parsing.JsDocInfoParser,1.0,1.0
382422adae8e9f07fc23c94089c0ebe08a2174bc,1,com.google.javascript.rhino.jstype.PrototypeObjectType,com.google.javascript.rhino.jstype.PrototypeObjectType,1.0,1.0
87b154f89cba3c67045cd7a783b79231d0630a4c,1,com.google.javascript.jscomp.CodeGenerator; com.google.javascript.jscomp.CodePrinter,com.google.javascript.jscomp.CodeGenerator; com.google.javascript.jscomp.CodePrinter,1.0,1.0
22784dc96c391b01692ce686eb93b9aa0ef74ede,1,com.google.javascript.jscomp.TypeInference,com.google.javascript.jscomp.TypeInference; com.google.javascript.rhino.jstype.JSType; com.google.javascript.rhino.jstype.PrototypeObjectType; com.google.javascript.rhino.jstype.ProxyObjectType; com.google.javascript.rhino.jstype.UnionType,0.2,1.0
be397ee0d0be2aad8f71d12f097b17563866445a,1,com.google.javascript.jscomp.InlineVariables,com.google.javascript.jscomp.InlineVariables,1.0,1.0
7e93d521cb67ce33018315234fafe8a5aa30ee1e,1,com.google.javascript.jscomp.NodeTraversal; com.google.javascript.jscomp.parsing.IRFactory,com.google.javascript.jscomp.NodeTraversal; com.google.javascript.jscomp.parsing.IRFactory,1.0,1.0
8cf08115c6b252f8c6b54348a4089dccc45a01fb,1,com.google.javascript.jscomp.CodeConsumer,com.google.javascript.jscomp.CodeConsumer,1.0,1.0
d577973fb378dfe0d05991ec0dfa6c1f40e574ee,1,com.google.javascript.rhino.jstype.PrototypeObjectType,com.google.javascript.rhino.jstype.PrototypeObjectType,1.0,1.0
6ebc0c3d7d4da7d2cf95f53d4ea790e89d3abc7a,1,com.google.javascript.jscomp.NameAnalyzer,com.google.javascript.jscomp.NameAnalyzer,1.0,1.0
00b1517c53912ac6843c257c0a6ead1176e8c5ee,1,com.google.javascript.jscomp.FunctionTypeBuilder,com.google.javascript.jscomp.FunctionTypeBuilder,1.0,1.0
fb01427a445ebfeb3af5e220a98ccaced339b73e,1,com.google.javascript.jscomp.parsing.IRFactory,com.google.javascript.jscomp.parsing.IRFactory,1.0,1.0
f636f23bdef4b27752ca249a28463ec1b6af1f0b,1,com.google.javascript.jscomp.TypedScopeCreator,com.google.javascript.jscomp.CompilerOptions; com.google.javascript.jscomp.TypedScopeCreator,0.5,1.0
64bb2291f9a9bbab67d865dffe603f8a0df8ef30,1,com.google.javascript.jscomp.CodeConsumer,com.google.javascript.jscomp.CodeConsumer,1.0,1.0
6aa71f116df0102a98c463f471ad8ddd4dba01f8,1,com.google.javascript.jscomp.RemoveUnusedVars,com.google.javascript.jscomp.RemoveUnusedVars,1.0,1.0
4a1a31c6a50a0fbe25fa33277909bd51f1deb8e9,1,com.google.javascript.rhino.jstype.RecordType,com.google.javascript.rhino.jstype.RecordType,1.0,1.0
aedce35970673f20696d5721acba13e986cc764c,1,com.google.debugging.sourcemap.SourceMapConsumerV3; com.google.javascript.jscomp.SourceMap,com.google.debugging.sourcemap.FilePosition; com.google.debugging.sourcemap.SourceMapConsumerV3; com.google.javascript.jscomp.SourceMap,0.6666666666666666,1.0
46da17d59abb4f9c48b6ffd31601c212490b970b,1,com.google.javascript.jscomp.TypedScopeCreator,com.google.javascript.jscomp.TypedScopeCreator,1.0,1.0
1a7ba5cb0111dd3ed9afd9691cab39b3c341e408,1,com.google.javascript.jscomp.MakeDeclaredNamesUnique,com.google.javascript.jscomp.MakeDeclaredNamesUnique,1.0,1.0
c3b630fc9c2a1c4eb7cb718f8d324bfb306cb9df,1,com.google.javascript.jscomp.PeepholeReplaceKnownMethods,com.google.javascript.jscomp.PeepholeReplaceKnownMethods,1.0,1.0
a02241e5df48e44e23dc0e66dbef3fdc3c91eb3e,1,com.google.javascript.jscomp.CodeConsumer,com.google.javascript.jscomp.CodeConsumer,1.0,1.0
5909c3db59b16886917456ab950ef9661a7fe6b1,1,com.google.javascript.jscomp.CodeGenerator,com.google.javascript.jscomp.CodeGenerator,1.0,1.0
9959716b01fc5231ae68bc7a24454ce45d341606,1,com.google.javascript.jscomp.InlineObjectLiterals,com.google.javascript.jscomp.InlineObjectLiterals,1.0,1.0
7e9b8336568ea7f05c33e1b58eb67fa6d4eee756,1,com.google.javascript.jscomp.TypedScopeCreator; com.google.javascript.rhino.jstype.FunctionType,com.google.javascript.jscomp.TypedScopeCreator; com.google.javascript.rhino.jstype.FunctionType; com.google.javascript.rhino.jstype.JSTypeRegistry; com.google.javascript.rhino.jstype.PrototypeObjectType,0.5,1.0
f2c0cb1f67ecb3315c0cb11326c9cb04db07ee8a,1,com.google.javascript.jscomp.FunctionRewriter,com.google.javascript.jscomp.FunctionRewriter,1.0,1.0
9e921fa973c603473f745fff76c44620fd7719e3,1,com.google.javascript.jscomp.SourceFile,com.google.javascript.jscomp.SourceFile,1.0,1.0
f759f431d5a7a2261b44440bca9cfab93ae25302,1,com.google.javascript.jscomp.ClosureCodingConvention,com.google.javascript.jscomp.ClosureCodingConvention,1.0,1.0
f640b5dec722422c93a9a624cd21d30b5e321858,1,com.google.javascript.jscomp.LiveVariablesAnalysis,com.google.javascript.jscomp.LiveVariablesAnalysis,1.0,1.0
49b4ef31c850611a5c85d95140b4cedda7f4c59a,1,com.google.javascript.jscomp.Compiler,com.google.javascript.jscomp.Compiler,1.0,1.0
fbaadc736f0031dd84bebea33abae497b47158cb,1,com.google.javascript.jscomp.NodeUtil,com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.PeepholeRemoveDeadCode,0.5,1.0
34e4616a924bf272c076039e143e20f1d792731e,1,com.google.javascript.jscomp.NodeUtil,com.google.javascript.jscomp.NodeUtil,1.0,1.0
b12d1d6489329c989b15635f6f7f06681b3f6582,1,com.google.javascript.jscomp.LightweightMessageFormatter,com.google.javascript.jscomp.LightweightMessageFormatter,1.0,1.0
37b0e1b0b5860e6cd4f48519c1105623778dc44f,1,com.google.javascript.jscomp.LightweightMessageFormatter,com.google.javascript.jscomp.LightweightMessageFormatter,1.0,1.0
de726510af4329fb8eeb8a54b2d93d8d37c87545,1,com.google.javascript.jscomp.Compiler,com.google.javascript.jscomp.Compiler,1.0,1.0
48aea0ff7d027507362007415963a4b662fb10a7,1,com.google.javascript.jscomp.CodeGenerator,com.google.javascript.jscomp.CodeGenerator,1.0,1.0
59a30b48325cccadabae8687fdf603d72e26c157,1,com.google.javascript.jscomp.TypeCheck,com.google.javascript.jscomp.TypeCheck,1.0,1.0
aa89d05b48332d68b8e6ebcee427b2ac3b4e3184,1,com.google.javascript.jscomp.AnalyzePrototypeProperties,com.google.javascript.jscomp.AnalyzePrototypeProperties,1.0,1.0
9d5a6e3082dd99f6c44df1b3526b9e83b79aa7da,1,com.google.javascript.jscomp.parsing.JsDocInfoParser,com.google.javascript.jscomp.parsing.JsDocInfoParser,1.0,1.0
63df133d0850805818d1e280ba47dcefc9763c89,1,com.google.javascript.jscomp.TypeCheck,com.google.javascript.jscomp.TypeCheck,1.0,1.0
ec4a34c2bd87ba54fa8770affdeeea4f3c42089b,1,com.google.javascript.jscomp.TypedScopeCreator,com.google.javascript.jscomp.TypedScopeCreator,1.0,1.0
db1fdf97454a6e4ff2d29cab5f1ef2273b54c0b4,1,com.google.javascript.jscomp.CheckAccessControls,com.google.javascript.jscomp.CheckAccessControls,1.0,1.0
e323b879de2e53e5eedf6e7afb0d582382c6248d,1,com.google.javascript.jscomp.FunctionToBlockMutator; com.google.javascript.jscomp.RenameLabels,com.google.javascript.jscomp.FunctionToBlockMutator; com.google.javascript.jscomp.RenameLabels,1.0,1.0
ee8344091722c28c9351e78dcb4155fbfddfd1af,1,com.google.javascript.jscomp.CodeGenerator,com.google.javascript.jscomp.CodeGenerator,1.0,1.0
03fee32a06ccf8257b2da67b9034270be38805ae,1,com.google.javascript.jscomp.PeepholeFoldConstants,com.google.javascript.jscomp.PeepholeFoldConstants,1.0,1.0
c6cc58a9bc617483366141386e047b085b4e83ff,1,com.google.javascript.jscomp.NodeUtil,com.google.javascript.jscomp.NodeUtil,1.0,1.0
78b01c3a435cd175ce3ee70f97b2f8faac342cdc,1,com.google.javascript.jscomp.DeadAssignmentsElimination,com.google.javascript.jscomp.DeadAssignmentsElimination,1.0,1.0
b88400ce0e9c1a0dadfd3417c256b02a82f38fe1,1,com.google.javascript.jscomp.CodeGenerator,com.google.javascript.jscomp.CodeGenerator,1.0,1.0
25829b0395164533782d608399096803321225a7,1,com.google.javascript.jscomp.PeepholeFoldConstants,com.google.javascript.jscomp.PeepholeFoldConstants,1.0,1.0
5d397618f3c86d9c444a4c4c6441267b8a89a21d,1,com.google.javascript.jscomp.Normalize; com.google.javascript.jscomp.VarCheck,com.google.javascript.jscomp.Normalize; com.google.javascript.jscomp.VarCheck,1.0,1.0
58786c3f717fa506280127265cd68fedf17de0a9,1,com.google.javascript.jscomp.NodeUtil,com.google.javascript.jscomp.NodeUtil,1.0,1.0
084b868bc2fbf9d6d0319e5a362ade1d7f43f899,1,com.google.javascript.jscomp.parsing.IRFactory,com.google.javascript.jscomp.parsing.IRFactory,1.0,1.0
a857aec27d79fc234fddd4a72c1215af0251b2d8,1,com.google.javascript.rhino.jstype.JSType,com.google.javascript.rhino.jstype.JSType,1.0,1.0
43c245f0ff8d409e81e25687e69d34666b7cf26a,1,com.google.javascript.jscomp.CommandLineRunner,com.google.javascript.jscomp.CommandLineRunner,1.0,1.0
4839e1ea57f9a1a26debd2cc8f22beef7282b490,1,com.google.javascript.jscomp.parsing.IRFactory,com.google.javascript.jscomp.parsing.IRFactory,1.0,1.0
21a2103d7fa5664ea324ef9ee25b4a8922e50955,1,com.google.javascript.jscomp.UnreachableCodeElimination,com.google.javascript.jscomp.UnreachableCodeElimination,1.0,1.0
0907b6618a60b2de23c8f7ec2217a37dc5e9a091,1,com.google.javascript.jscomp.NodeUtil,com.google.javascript.jscomp.NodeUtil,1.0,1.0
f64a3f51bd346547ce6e1edb30601df73dff27d9,1,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,1.0,1.0
6a17da87f9e132bdc147b33223826da040c77a6b,1,com.google.javascript.jscomp.DeadAssignmentsElimination,com.google.javascript.jscomp.DeadAssignmentsElimination,1.0,1.0
4b065734d8afb5ab0d241ee5da22af0fa9d75ec3,1,com.google.javascript.jscomp.CollapseProperties; com.google.javascript.jscomp.GlobalNamespace,com.google.javascript.jscomp.CollapseProperties; com.google.javascript.jscomp.GlobalNamespace,1.0,1.0
c5e143f7df0c3d73f6634488cac8ad8e7054fe05,1,com.google.javascript.jscomp.FunctionTypeBuilder; com.google.javascript.rhino.jstype.FunctionType,com.google.javascript.jscomp.FunctionTypeBuilder; com.google.javascript.rhino.jstype.FunctionType,1.0,1.0
7eb2d84de101a125d41d3a1157f4eed789ca4a0d,1,com.google.javascript.jscomp.CheckGlobalThis,com.google.javascript.jscomp.CheckGlobalThis,1.0,1.0
8980b60033b1c6853cbca593ec89d3d332adf7dc,1,com.google.javascript.jscomp.ProcessClosurePrimitives,com.google.javascript.jscomp.ProcessClosurePrimitives,1.0,1.0
9d1e18e87a41f2a610ed70f3a1d57abbce7a1cd7,1,com.google.javascript.jscomp.ProcessClosurePrimitives,com.google.javascript.jscomp.ProcessClosurePrimitives,1.0,1.0
7cc748592670105f9d783b1b85f0f27e938db4ff,1,com.google.javascript.jscomp.NodeUtil,com.google.javascript.jscomp.NodeUtil,1.0,1.0
f6607996d6d3bd6820ce3848d147991b27600a12,1,com.google.javascript.jscomp.TypedScopeCreator,com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.TypedScopeCreator,0.5,1.0
807aaf2569e9eb09761068c5aeb95654daea30d9,1,com.google.javascript.jscomp.TypeCheck,com.google.javascript.jscomp.TypeCheck,1.0,1.0
ee749e286b477f8d6f53ff5960a38453baf50f31,1,com.google.javascript.jscomp.PeepholeFoldConstants,com.google.javascript.jscomp.PeepholeFoldConstants,1.0,1.0
d1df970451b5a18956448097b3afb43f3a82263d,1,com.google.javascript.jscomp.ReferenceCollectingCallback,com.google.javascript.jscomp.CollapseProperties; com.google.javascript.jscomp.InlineVariables; com.google.javascript.jscomp.ReferenceCollectingCallback,0.3333333333333333,1.0
8aa879a4eeb18cfc8d13e6c843a32b7f41ccd516,1,com.google.javascript.jscomp.CheckGlobalThis,com.google.javascript.jscomp.FunctionInformationMap; com.google.javascript.jscomp.Instrumentation; com.google.javascript.jscomp.CheckGlobalThis,0.3333333333333333,1.0
6d00ac1a68612aade8a19d7ecc9b180f00ae5234,1,com.google.javascript.jscomp.CheckGlobalThis,com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.CheckGlobalThis; com.google.javascript.jscomp.JSModuleGraph; com.google.javascript.jscomp.LinkedFlowScope; com.google.javascript.jscomp.SourceFile; com.google.javascript.jscomp.Tracer; com.google.javascript.jscomp.TypedCodeGenerator; com.google.javascript.jscomp.parsing.JsDocInfoParser; com.google.javascript.rhino.jstype.FunctionType; com.google.javascript.rhino.jstype.JSTypeRegistry; com.google.javascript.rhino.jstype.NamedType,0.09090909090909091,1.0
369282db85567f1bf2c9635d0c0043d47f114814,1,com.google.javascript.jscomp.CommandLineRunner,com.google.javascript.jscomp.CodingConvention; com.google.javascript.jscomp.CommandLineRunner,0.5,1.0
d48c365ba8251057a71a2e2b7aabff640209e31b,1,com.google.javascript.jscomp.Normalize,com.google.javascript.jscomp.Normalize; com.google.javascript.jscomp.SyntacticScopeCreator,0.5,1.0
2f5cb1622371de540fe20dcbe0411651ec89f952,1,com.google.javascript.jscomp.ControlFlowAnalysis; com.google.javascript.jscomp.DisambiguateProperties,com.google.javascript.jscomp.ControlFlowAnalysis; com.google.javascript.jscomp.DisambiguateProperties,1.0,1.0
67289ae4cbaba3ae70cd2e8fb92f3f2898039dfb,1,com.google.javascript.rhino.jstype.UnionType,com.google.javascript.rhino.jstype.UnionType,1.0,1.0
113a08f59e8116fb11a7d4ceb11d5bb09b74ac3c,1,com.google.javascript.jscomp.FoldConstants,com.google.javascript.jscomp.FoldConstants,1.0,1.0
e609670bb56e0c7216c9476a5f6a5594e7f1acdb,1,com.google.javascript.jscomp.GlobalNamespace; com.google.javascript.rhino.JSDocInfoBuilder,com.google.javascript.jscomp.GlobalNamespace; com.google.javascript.rhino.JSDocInfoBuilder,1.0,1.0
49e9565febba904484396e2aef7dbe86f55e9cc5,1,com.google.javascript.jscomp.CommandLineRunner,com.google.javascript.jscomp.CommandLineRunner; com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.JsMessageVisitor,0.3333333333333333,1.0
aae547f4d911dfbf42ca5a31aeb401ac83725a14,1,com.google.javascript.jscomp.ScopedAliases,com.google.javascript.jscomp.ScopedAliases,1.0,1.0
7d26b7bcae8311f3c032bae3f1df27b590a4c174,1,com.google.javascript.jscomp.parsing.JsDocInfoParser,com.google.javascript.jscomp.parsing.JsDocInfoParser,1.0,1.0
13fb7fcbcad87f8df63535491627bf7b01471064,1,com.google.javascript.jscomp.ScopedAliases; com.google.javascript.rhino.Node,com.google.javascript.jscomp.ScopedAliases; com.google.javascript.rhino.Node,1.0,1.0
6f981f77e5bd9e2eecbd851a2a02933cdb9af0d8,1,com.google.javascript.jscomp.type.ClosureReverseAbstractInterpreter,com.google.javascript.jscomp.type.ClosureReverseAbstractInterpreter,1.0,1.0
b168c8822b2d3d12515ec6477812674c8805bcf3,1,com.google.javascript.jscomp.TypeInference,com.google.javascript.jscomp.TypeInference,1.0,1.0
0fb76a81bbdd8ab84a00b8be2099abfb83c88668,1,com.google.javascript.jscomp.ProcessClosurePrimitives,com.google.javascript.jscomp.ProcessClosurePrimitives,1.0,1.0
5f03c6817341d39d8dead76c7511fd6bb0b9009f,1,com.google.javascript.jscomp.NameAnalyzer,com.google.javascript.jscomp.NameAnalyzer,1.0,1.0
4597738e8898f738c1f969fe90479728be81cc80,1,com.google.javascript.jscomp.FunctionInjector,com.google.javascript.jscomp.FunctionInjector,1.0,1.0
b80dfd3b0e5e4b490b7afb469320d18bac4520b4,1,com.google.javascript.jscomp.FunctionInjector,com.google.javascript.jscomp.FunctionInjector,1.0,1.0
871bca1f36c5c06aa880ce21429da63a76f8f6e9,1,com.google.javascript.jscomp.TypeValidator,com.google.javascript.jscomp.TypeValidator,1.0,1.0
f17961ae4d3d7cf5ea291d82804239982d009ef7,1,com.google.javascript.jscomp.DisambiguateProperties,com.google.javascript.jscomp.DisambiguateProperties,1.0,1.0
046e0b226e963bc584c2a6cd3c2b471777c5cc53,1,com.google.javascript.jscomp.GlobalNamespace,com.google.javascript.jscomp.GlobalNamespace,1.0,1.0
0123fd5303c85d0d26add64aa2e19fee33f73aaa,1,com.google.javascript.jscomp.ReferenceCollectingCallback,com.google.javascript.jscomp.ReferenceCollectingCallback,1.0,1.0
2aee36e667526ff8b0b5e6dad66506acee920ea6,1,com.google.javascript.jscomp.InlineVariables,com.google.javascript.jscomp.InlineVariables; com.google.javascript.jscomp.ReferenceCollectingCallback,0.5,1.0
a8a456b183c9600658bcb0c72091bae1a30a4fda,1,com.google.javascript.jscomp.parsing.IRFactory,com.google.javascript.jscomp.parsing.IRFactory,1.0,1.0
8d11b8cc7a6183222b61c9bd398fed5448c59109,1,com.google.javascript.jscomp.CodeGenerator,com.google.javascript.jscomp.CodeGenerator,1.0,1.0
e7f4269d0289f4d47217207ec456219db8efe47c,1,com.google.javascript.jscomp.ExploitAssigns,com.google.javascript.jscomp.ExploitAssigns,1.0,1.0
8cef00180a5cf67d047919c89668a6405030dbab,1,com.google.javascript.jscomp.TypeCheck,com.google.javascript.jscomp.TypeCheck,1.0,1.0
bd2803b6d9ab600906b262ae51cb3591160b5f3c,1,com.google.javascript.jscomp.MinimizeExitPoints,com.google.javascript.jscomp.MinimizeExitPoints,1.0,1.0
211dc0161ae737f59cac22f30b048d56a059d14b,1,com.google.javascript.jscomp.UnreachableCodeElimination,com.google.javascript.jscomp.UnreachableCodeElimination,1.0,1.0
d82fb38b0121bf690cea58df293185c7e91ded9c,1,com.google.javascript.jscomp.CodeGenerator,com.google.javascript.jscomp.CodeGenerator,1.0,1.0
79a8906570f44e5f519282bd32595985ed089aed,1,com.google.javascript.jscomp.PrepareAst,com.google.javascript.jscomp.PrepareAst,1.0,1.0
9fac3ccd2fa9e6137584f079db1a6f5962a65cf4,1,com.google.javascript.jscomp.CollapseProperties,com.google.javascript.jscomp.CollapseProperties,1.0,1.0
7f6700e2b54af3af409f3e8851a0d98a72beef4b,1,com.google.javascript.rhino.TokenStream,com.google.javascript.rhino.TokenStream,1.0,1.0
5b9485903b5e7d926f49dc91b915a256df92591c,1,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,1.0,1.0
4fbbc47cb18f241b23dd2d4bf9c15d45b2473523,1,com.google.javascript.jscomp.parsing.JsDocInfoParser,com.google.javascript.jscomp.parsing.JsDocInfoParser,1.0,1.0
6d374c3ee4c9c2651ffb44048924e127fd2bf37c,1,com.google.javascript.jscomp.AmbiguateProperties; com.google.javascript.jscomp.TypedScopeCreator,com.google.javascript.jscomp.AbstractCompilerRunner; com.google.javascript.jscomp.AmbiguateProperties; com.google.javascript.jscomp.CoalesceVariableNames; com.google.javascript.jscomp.ConcreteType; com.google.javascript.jscomp.NameAnalyzer; com.google.javascript.jscomp.ReplaceCssNames; com.google.javascript.jscomp.TypedScopeCreator; com.google.javascript.rhino.jstype.FunctionPrototypeType; com.google.javascript.rhino.jstype.InstanceObjectType; com.google.javascript.rhino.jstype.ObjectType; com.google.javascript.rhino.jstype.ProxyObjectType,0.18181818181818182,1.0
d1f25380b5d74c5303533491e36ae4b33a50e2da,1,com.google.javascript.jscomp.DevirtualizePrototypeMethods; com.google.javascript.rhino.jstype.FunctionType,com.google.javascript.jscomp.DevirtualizePrototypeMethods; com.google.javascript.jscomp.DisambiguateProperties; com.google.javascript.jscomp.TypeInference; com.google.javascript.rhino.jstype.FunctionType; com.google.javascript.rhino.jstype.ObjectType,0.4,1.0
938f48a60c544f6b7bdb5d49006f654a51ca9a22,1,com.google.javascript.jscomp.MethodCompilerPass; com.google.javascript.jscomp.RenameVars,com.google.javascript.jscomp.MakeDeclaredNamesUnique; com.google.javascript.jscomp.MethodCompilerPass; com.google.javascript.jscomp.RenameVars,0.6666666666666666,1.0
da30f170f29e983f014fb029fe5779bfd5d3b04f,1,com.google.javascript.jscomp.MakeDeclaredNamesUnique; com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.Normalize,com.google.javascript.jscomp.MakeDeclaredNamesUnique; com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.Normalize,1.0,1.0
1f5edbcd2b5b09ec59151137e643d9ce75ef1055,1,com.google.javascript.jscomp.ClosureReverseAbstractInterpreter; com.google.javascript.jscomp.TypeInference,com.google.javascript.jscomp.ChainableReverseAbstractInterpreter; com.google.javascript.jscomp.ClosureReverseAbstractInterpreter; com.google.javascript.jscomp.TypeInference,0.6666666666666666,1.0
b347ce3a71e23a4ab92dc0a6c07d43e2f497c953,1,com.google.javascript.jscomp.Normalize,com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.AbstractCompiler; com.google.javascript.jscomp.Compiler; com.google.javascript.jscomp.DiagnosticGroups; com.google.javascript.jscomp.Normalize,0.2,1.0
a70a7c599e53a7752cf4b9e6e82b4408c3c4c04b,1,com.google.javascript.jscomp.Compiler,com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.Compiler,0.5,1.0
